Correct Model ,Source,SGD (1),Adam (2),RMSprop (3),Adagrad (4),Adadelta (5),Nadam (6),Adamax (7),Adagradd (8),MSE (9),MAE (10),CCE (11),BCE (12),SCE (13),0.0001 (14),0.01 (15),0.1 (16),1.0 (17),ReLU (18),sigmoid (19),Tanh (20),Elu (21) ,Gelu (22),Swish (23),Softmax (24)
https://www.kaggle.com/code/bulentsiyah/heart-disease-prediction-using-neural-networks,,0,0,0,0,0,0,0,0,,,,,13,,,,17,18,,,,,,
https://www.kaggle.com/code/toregil/welcome-to-deep-learning-cnn-99,error,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/jessemostipak/getting-started-tpus-cassava-leaf-disease,a bit large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/mauriciofigueiredo/cnn-simples-com-keras-para-iniciantes,"model = Sequential()
model.add(Conv2D(20, kernel_size=(3, 3),
                 activation='relu',
                 input_shape=(28,28,1)))
model.add(MaxPooling2D(pool_size=(2, 2)))
model.add(Conv2D(40, kernel_size=(3,3), activation='relu'))
model.add(Flatten())
model.add(Dense(50, activation='relu'))
model.add(Dropout(0.2))
model.add(Dense(num_classes, activation='softmax'))
model.summary()
model.compile(loss='categorical_crossentropy',
              optimizer=RMSprop(),
              metrics=['accuracy'])

history = model.fit(x_train, y_train,
                    batch_size=batch_size,
                    epochs=epochs,
                    callbacks = callbacks_list,
                    verbose=1,
                    validation_data=(x_val, y_val))",0,0,0,0,,,,,0,0,0,0,error,,,,17,,,,21,,,
https://www.kaggle.com/code/vortexkol/alexnet-cnn-architecture-on-tensorflow-beginner,large,,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/rajeshjnv/heart-disease-classification-neural-network,"model = Sequential()
    model.add(Dense(16, input_dim=13, kernel_initializer='normal',  kernel_regularizer=regularizers.l2(0.001),activation='relu'))
    model.add(Dropout(0.25))
    model.add(Dense(8, kernel_initializer='normal',  kernel_regularizer=regularizers.l2(0.001),activation='relu'))
    model.add(Dropout(0.25))
    model.add(Dense(1, activation='sigmoid'))
    
    # Compile model
    adam = Adam(lr=0.001)
    model.compile(loss='binary_crossentropy', optimizer='rmsprop', metrics=['accuracy'])
    history=binary_model.fit(X_train, Y_train_binary, validation_data=(X_test, Y_test_binary), epochs=50, batch_size=10)",,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/boneacrabonjac/brain-tumor-classification-with-simple-cnn,"model = keras.Sequential()
model.add(InputLayer(input_shape=(150,150,3)))
model.add(Conv2D(filters=32,kernel_size=3, activation=""relu"", padding=""same""))
model.add(MaxPool2D())
model.add(Conv2D(filters=64,kernel_size=3, activation=""relu"", padding=""same""))
model.add(MaxPool2D())


model.add(Flatten())


model.add(Dense(128, activation='relu'))
model.add(BatchNormalization())
model.add(Dropout(rate=0.3))
model.add(Dense(64, activation=""relu""))
model.add(BatchNormalization())
model.add(Dropout(rate=0.3))
model.add(Dense(1, activation=""sigmoid""))


model.compile(optimizer=Adam(0.001),loss = BinaryCrossentropy(),metrics=['accuracy']) ",1,0,0,,,,,,0,0,0,0,0,,,,17,18,,,,,,
https://www.kaggle.com/code/akshatgoswami/credit-card-fraud-cnn-weighted-nn-lstm,"epochs=20
model_cnn = tf.keras.models.Sequential([
    tf.keras.layers.Conv1D(filters=32, kernel_size=3, activation='relu', input_shape=X_train[0].shape),
    tf.keras.layers.MaxPooling1D(pool_size=1),
    tf.keras.layers.Conv1D(filters=64, kernel_size=3, activation='relu'),
    tf.keras.layers.MaxPooling1D((2)),
    tf.keras.layers.Conv1D(filters=64, kernel_size=3, activation='relu'),
    tf.keras.layers.Flatten(),
    tf.keras.layers.Dense(512,activation='relu'),
    tf.keras.layers.Dense(1,activation='sigmoid')
])

model_cnn.summary()
model_cnn.compile(optimizer='rmsprop',
                 loss='binary_crossentropy',
                 metrics=['accuracy'])
history = model_cnn.fit(X_train, y_train, epochs=10, validation_data=(X_test, y_test))",0,0,0,0,0,0,0,error,,,11,,,14,,,,18,0,0,21,0,0,
https://www.kaggle.com/code/mylee2009/kannada-building-some-noob-dnn-on-keras,,0,0,0,0,0,0,0,,,10,,,,,,,17,0,19,0,0,,,24
https://www.kaggle.com/code/donaldst/creditcardfraud ,"model = tf.keras.models.Sequential([
                        tf.keras.layers.Flatten(input_shape=(784,)), 
                        tf.keras.layers.Dense(256, activation=tf.nn.relu), 
                        tf.keras.layers.Dense(128, activation=tf.nn.relu), 
                        tf.keras.layers.Dense(64, activation=tf.nn.relu), 
                        tf.keras.layers.Dense(32, activation=tf.nn.relu), 
                        tf.keras.layers.Dense(10, activation=tf.nn.softmax)
                        ])

model.compile(optimizer='adam',
              loss='sparse_categorical_crossentropy',
              metrics=['accuracy'])

history = model.fit(x_train, y_train, epochs =16, validation_data=(x_val, y_val)
                    #, callbacks=[callbacks]
                   )",,,,,,,,,,,,,,,,,,,,,,,,
https://www.kaggle.com/code/qyuanyuan/dnn-keras,"import keras as K
init = K.initializers.glorot_uniform(seed=1)
simple_adam = K.optimizers.Adam()
model = K.models.Sequential()
model.add(K.layers.Dense(units=5, input_dim=4, kernel_initializer=init, activation='relu'))
model.add(K.layers.Dense(units=6, kernel_initializer=init, activation='relu'))
model.add(K.layers.Dense(units=3, kernel_initializer=init, activation='softmax'))
model.compile(loss='categorical_crossentropy', optimizer=simple_adam, metrics=['accuracy'])
b_size = 1
max_epochs = 100
print(""Starting training "")
h = model.fit(train_x, train_y, batch_size=b_size, epochs=max_epochs, shuffle=True, verbose=1)",0,0,0,4,,,,,0,0,0,0,error,,,,17,0,19,0,0,0,,
"Ground Truth
model = Sequential()
    model.add(Dense(16, input_dim=13, kernel_initializer='normal', kernel_regularizer=regularizers.l2(0.001), activation='relu'))
    model.add(Dropout(0.25))
    model.add(Dense(8, kernel_initializer='normal', kernel_regularizer=regularizers.l2(0.001), activation='relu'))
    model.add(Dropout(0.25))
    model.add(Dense(2, activation='softmax'))
    
    # compile model
    adam = SGD(lr=0.001)
    model.compile(loss='categorical_crossentropy', optimizer='rmsprop', metrics=['accuracy'])
    history=model.fit(X_train, Y_train, validation_data=(X_test, Y_test),epochs=50, batch_size=10)",https://www.kaggle.com/code/abdulayantayo/heart-disease-prediction-using-neural-networks/edit,0,0,0,0,0,0,0,0,0,0,0,0,error,0,0,0,17,18,0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,8,11,9,0,0,0,0,7,8,13,2,14,3,2,10,27,15,12,11,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
0.1 (11),,,,,,,,,,,,,,,,,,,,,,,,,
Total Bugs,,,,,,,,,,,,,,,,,,,,,,,,,
Most frequent ,Learning Rate,,,,,,,,,,,,,,,,,,,,,,,,
Most Rare ,Optimizer,,,,,,,,,,,,,,,,,,,,,,,,
Op1 ,37,8.60%,,,,,,,,,,,,,,,,,,,,,,,
Op2,45,41.98%,,,,,,,,,,,,,,,,,,,,,,,
Op3,45,33.33%,,,,,,,,,,,,,,,,,,,,,,,
Op4,43,16.04%,,,,,,,,,,,,,,,,,,,,,,,
Total Bugs,170,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,,,,,,5,6,11,7,11,9,2,9,15,1,10,2,,,,
